eventID	locality	higherGeographyID	gearType	eventDateStart	eventDateStop	timeStartUtc3	timeEndUtc3	eventTime	eventDate	duration	recordedBy	recordedByID	latStartDecMin	longStartDecMin	latStopDecMin	longStopDecMin	minimumDepthInMeters	maximumDepthInMeters	maximumElevationInMeters	sampleIdsStart	sampleIdsStop	eventRemarks	latStart	longStart	parentEventID	samplingProtocol	lat_start	lat_stop	lon_start	lon_stop	decimalLatitude	decimalLongitude	distance_m	coordinateUncertaintyInMeters	eventDate_chr	eventTime_chr	multi_day	start_text	end_text	start_datetime	end_datetime	sampleSizeValue	sampleSizeUnit
TANGO2_RD_1	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	RD	2024-02-12T00:00:00Z		1899-12-31T13:30:00Z	1899-12-31T13:50:00Z	13:30-03:00/13:50-03:00	2024-02-12	0.01388888888888895	Henri Robert		64°19,242	62°55,372	64°19,199	62°55,421	5	20		152	170				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-64.3207	-64.31998333333334	-62.922866666666664	-62.92368333333334	-64.3203	-62.9233	88.97567238961707	64	2024-02-12	13:30-03:00/13:50-03:00	FALSE	2024-02-12T13:30-0300	2024-02-12T13:50-0300	2024-02-12T16:30:00Z	2024-02-12T16:50:00Z	20	minutes
TANGO2_DRM_1	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DRM	2024-02-12T00:00:00Z		1899-12-31T09:17:00Z	1899-12-31T10:17:00Z	09:17-03:00/10:17-03:00	2024-02-12	0.04166666666666663	Bruno Danis	https://orcid.org/0000-0002-9037-7623							40			Flight Time: 45'			https://www.wikidata.org/wiki/Q137398578	Drone Mapping | https://doi.org/10.5281/zenodo.11653690 | Aerial footage was shot by Bruno Danis, Camille Moreau and Henri Robert using DJI MavicPro2, DJI Mavic Mini Pro3 drones, for mapping, photogrammetry and documentation purposes. Drone-derived media were gathered in the framework of the expedition, both for outreach and research purposes.									2024-02-12	09:17-03:00/10:17-03:00	FALSE	2024-02-12T09:17-0300	2024-02-12T10:17-0300	2024-02-12T12:17:00Z	2024-02-12T13:17:00Z	60	minutes
TANGO2_DIV_5	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-13T00:00:00Z		1899-12-31T08:52:00Z	1899-12-31T09:48:00Z	08:52-03:00/09:48-03:00	2024-02-13	0.03888888888888892	Martin Dogniez | Anthony Voisin	https://orcid.org/0000-0002-9708-1761 | https://orcid.org/0000-0003-3696-4445	64°19,235	62°55,418				21		543		Trophic Transects			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.32058333333333		-62.923633333333335		-64.3206	-62.9236			2024-02-13	08:52-03:00/09:48-03:00	FALSE	2024-02-13T08:52-0300	2024-02-13T09:48-0300	2024-02-13T11:52:00Z	2024-02-13T12:48:00Z	56	minutes
TANGO2_RD_2	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	RD	2024-02-13T00:00:00Z		1899-12-31T08:30:00Z	1899-12-31T08:50:00Z	08:30-03:00/08:50-03:00	2024-02-13	0.013888888888888895	Henri Robert		64°19,192	62°55,034	64°19,237	62°55,062	8	22		449	462				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-64.31986666666667	-64.32061666666667	-62.917233333333336	-62.9177	-64.3202	-62.9175	86.4713311063019	63	2024-02-13	08:30-03:00/08:50-03:00	FALSE	2024-02-13T08:30-0300	2024-02-13T08:50-0300	2024-02-13T11:30:00Z	2024-02-13T11:50:00Z	20	minutes
TANGO2_DIV_6	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-13T00:00:00Z		1899-12-31T08:55:00Z	1899-12-31T09:50:00Z	08:55-03:00/09:50-03:00	2024-02-13	0.03819444444444453	Camille Moreau | Lucas Terrana	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0001-5767-3220	64°19,235	62°55,418				23		448	542	Careful: samples 448, 541, 542. Video transects, ROV testing for Leaks			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.32058333333333		-62.923633333333335		-64.3206	-62.9236			2024-02-13	08:55-03:00/09:50-03:00	FALSE	2024-02-13T08:55-0300	2024-02-13T09:50-0300	2024-02-13T11:55:00Z	2024-02-13T12:50:00Z	55	minutes
TANGO2_ROV_4	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV	2024-02-13T00:00:00Z		1899-12-31T13:19:00Z	1899-12-31T13:36:00Z	13:19-03:00/13:36-03:00	2024-02-13	0.011805555555555514	Lea Katz | Henri Robert	https://orcid.org/0000-0001-5748-602X	64°19,235	62°55,418			5	22		445		Redo of DIV6 Test transect			https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-64.32058333333333		-62.923633333333335		-64.3206	-62.9236			2024-02-13	13:19-03:00/13:36-03:00	FALSE	2024-02-13T13:19-0300	2024-02-13T13:36-0300	2024-02-13T16:19:00Z	2024-02-13T16:36:00Z	17	minutes
TANGO2_DIV_7	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-13T00:00:00Z		1899-12-31T15:25:00Z	1899-12-31T16:15:00Z	15:25-03:00/16:15-03:00	2024-02-13	0.03472222222222232	Camille Moreau | Lucas Terrana	https://orcid.org/0000-0002-0981-7442 | https://orcid.org/0000-0001-5767-3220	64°19,235	62°55,418				21		441	444	Meiofauna cores			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.32058333333333		-62.923633333333335		-64.3206	-62.9236			2024-02-13	15:25-03:00/16:15-03:00	FALSE	2024-02-13T15:25-0300	2024-02-13T16:15-0300	2024-02-13T18:25:00Z	2024-02-13T19:15:00Z	50	minutes
TANGO2_NIS_17	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	NIS	2024-02-13T00:00:00Z		1899-12-31T14:30:00Z		14:30-03:00	2024-02-13		Axelle Brusselman	https://orcid.org/0009-0002-6669-2911	64°19,235	62°55,418						494	525				https://www.wikidata.org/wiki/Q137398578	Niskin bottle | https://doi.org/10.5281/zenodo.11653690 | Water samples were collected using Niskin bottles during NIS events as part of the expedition environmental parameters and biogeochemistry work. See Table 5 (Parameters to be measured in the water column) and Table 11 (Overview of the sampling effort … (DIV = diving event, NIS = Niskin event)) for the list of parameters and station-level sampling effort details.	-64.32058333333333		-62.923633333333335		-64.3206	-62.9236			2024-02-13	14:30-03:00	FALSE	2024-02-13T14:30-0300	2024-02-13T14:30-0300	2024-02-13T17:30:00Z	2024-02-13T17:30:00Z	0	minutes
TANGO2_INC_1	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	INC	2024-02-13T00:00:00Z	2024-02-14T00:00:00Z	1899-12-31T06:00:00Z	1899-12-31T08:00:00Z		2024-02-13T06:00-03:00/2024-02-14T08:00-03:00	26.000000000058208	Axelle Brusselman	https://orcid.org/0009-0002-6669-2911	64°19,235	62°55,418			0	17		526	540	13C Incubations			https://www.wikidata.org/wiki/Q137398578	13C Incubations (AB) | https://doi.org/10.5281/zenodo.11653690 | 13C incubations are listed among the gear deployed during the TANGO 2 expedition (Table 3: List of gear deployed during the TANGO 2 expedition).	-64.32058333333333		-62.923633333333335		-64.3206	-62.9236			2024-02-13T06:00-03:00/2024-02-14T08:00-03:00		TRUE	2024-02-13T06:00-0300	2024-02-14T08:00-0300	2024-02-13T09:00:00Z	2024-02-14T11:00:00Z	1560	minutes
TANGO2_ROV_5	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV	2024-02-13T00:00:00Z		1899-12-31T16:00:00Z	1899-12-31T16:30:00Z	16:00-03:00/16:30-03:00	2024-02-13	0.02083333333333337	Lea Katz | Henri Robert	https://orcid.org/0000-0001-5748-602X	64°19,235	62°55,418			5	20		446	447	2 transects, Leak detected			https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-64.32058333333333		-62.923633333333335		-64.3206	-62.9236			2024-02-13	16:00-03:00/16:30-03:00	FALSE	2024-02-13T16:00-0300	2024-02-13T16:30-0300	2024-02-13T19:00:00Z	2024-02-13T19:30:00Z	30	minutes
TANGO2_RD_3	Melchior Island, North Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	RD	2024-02-14T00:00:00Z		1899-12-31T08:20:00Z	1899-12-31T08:40:00Z	08:20-03:00/08:40-03:00	2024-02-14	0.01388888888888884	Henri Robert		64°19,198	62°55,115	64°19,164	62°54,881	18	22		727	740				https://www.wikidata.org/wiki/Q137398578	Rauschert Dredge | https://doi.org/10.5281/zenodo.11653690 | A “Rauschert” dredge (RD) was used at each working area to sample the general macro-benthic communities. This small dredge designed by Biologist Martin Rauschert (AWI) several decades ago is an excellent tool (widely used in the scientific benthic research community) to capture a large diversity of specimen of all taxa and keep them in a good shape for further identification and processing. The dredge consists of a 50x50x20 cm double sided sledge-like metal frame that slides on the sea floor (on either side). Organisms are lifted from the sediment surface by a chain that scrapes the seabed under the dredge’s frame. At the bottom of the dredge a large 50x70x20 cm bag of 500µ mesh is attached to collect all the floating organisms lifted by the chain. This collecting bag is protected by a coarse nylon 1 cm mesh size bag to support the weight of the sample collected. Both bags are protected on top and at the bottom by a rubber carpet that covers the whole surface of the collecting bag. The RD is usually deployed from a zodiac but can also be deployed from the deck of Australis. The RD is being held and hauled by a rope of at least 1.5 times the length of the depth of deployment. A distance of 100 meter is travelled to the end point of deployment at very low speed that allows the dredge to sweep the sea floor without floating above the ground. At the end point the rope is pulled by hand until the RD reaches the water surface. The whole device containing the samples in its bags is placed in a bucket for further processing on the ship’s deck. A total of 15 RD was deployed during the TANGO2 expedition at each station’s point of interest (deeper “pools”, canyons, channel slope, plateau).	-64.31996666666667	-64.3194	-62.91858333333333	-62.914683333333336	-64.3197	-62.9166	198.43067770244488	119	2024-02-14	08:20-03:00/08:40-03:00	FALSE	2024-02-14T08:20-0300	2024-02-14T08:40-0300	2024-02-14T11:20:00Z	2024-02-14T11:40:00Z	20	minutes
TANGO2_DIV_8	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	DIV	2024-02-14T00:00:00Z		1899-12-31T10:35:00Z	1899-12-31T11:19:00Z	10:35-03:00/11:19-03:00	2024-02-14	0.030555555555555503	Lea Katz | Martin Dogniez	https://orcid.org/0000-0001-5748-602X | https://orcid.org/0000-0002-9708-1761	64°20,4257	62°57,0102				29		741		Sea urchins Survey			https://www.wikidata.org/wiki/Q137398578	Scuba Divers | https://doi.org/10.5281/zenodo.11653690 | Diving activities are reported in the cruise report (see Table 17 Summary of diving activities during TANGO2). Underwater imagery was shot by the divers Team (Lucas Terrana, Lea Katz, Camille Moreau, Martin Dogniez and Anthony Voisin).	-64.34042833333334		-62.95017		-64.3404	-62.9502			2024-02-14	10:35-03:00/11:19-03:00	FALSE	2024-02-14T10:35-0300	2024-02-14T11:19-0300	2024-02-14T13:35:00Z	2024-02-14T14:19:00Z	44	minutes
TANGO2_ROV_6	Melchior Island, South Omega	https://data.aad.gov.au/aadc/gaz/scar/display_name.cfm?gaz_id=110104	ROV	2024-02-14T00:00:00Z		1899-12-31T14:20:00Z	1899-12-31T14:30:00Z	14:20-03:00/14:30-03:00	2024-02-14	0.00694444444444442	Lea Katz | Henri Robert	https://orcid.org/0000-0001-5748-602X	64°20,4257	62°57,0102						823	825	Leak detected			https://www.wikidata.org/wiki/Q137398578	Remotely Operated Vehicle | https://doi.org/10.5281/zenodo.11653690 | A small affordable Remotely Operated Vehicle (ROV), the BlueROV2 from BlueRobotics, was equipped with a downward looking GoPro (HERO10), a single-beam sonar and a pair of lasers. The ROV was deployed from the Australis itself or from a Bombard C4 tender. With a person managing the tether to assist the pilot. GPS coordinates were taken on the surface using a handheld GPS (Garmin Oregon 600), then the ROV headed straight downwards until reaching the bottom. It was then flown at a constant altitude above the seafloor (1 meter), with a known bearing, for approx. 15 minutes at a pace of 0,1m/s, resulting in transects between 90-110 meters, depending on the geomorphological characteristics of the site. Then, it was brought back straight upwards to the surface and a second GPS point was recorded. If, for weather or logistic reasons, it was not possible to retrieve the second GPS point, it was calculated afterwards using distance and bearing.	-64.34042833333334		-62.95017		-64.3404	-62.9502			2024-02-14	14:20-03:00/14:30-03:00	FALSE	2024-02-14T14:20-0300	2024-02-14T14:30-0300	2024-02-14T17:20:00Z	2024-02-14T17:30:00Z	10	minutes
